,time,X1c.PAR1,X1c.PAR2,X1c.PAR3,X1c.PAR4,X1c.T1,X1c.T2,X1c.T3,X1c.T4,X1c.RH1,X1c.RH2,X1c.RH3,X1c.RH4,X1b.PAR1,X1b.PAR2,X1b.PAR3,X1b.PAR4,X1b.T1,X1b.T2,X1b.T3,X1b.T4,X1b.RH1,X1b.RH2,X1b.RH3,X1b.RH4,X1p.PAR1,X1p.PAR2,X1p.PAR3,X1p.PAR4,X1p.T1,X1p.T2,X1p.T3,X1p.T4,X1p.RH1,X1p.RH2,X1p.RH3,X1p.RH4
416,655,125.29,27.4,9.99,0.07,21.41,20.31,20.04,20.54,74.94,85.33,82.85,76.64,108.37,61.5,39.92,0.06,20.64,20.43,20.73,20.88,79.1,81.3,78.15,75.71,144.42,116.5,84.84,2.69,20.64,20.71,20.05,20.21,77.97,78.38,82.27,77.02
417,656,125.36,27.43,9.99,0.07,21.42,20.3,20.06,20.54,75,85.36,82.93,76.59,108.41,61.54,39.92,0.06,20.63,20.43,20.73,20.85,79.2,81.29,78.16,75.65,144.45,116.58,84.91,2.73,20.64,20.69,20.06,20.2,77.75,78.37,82.33,76.98
418,657,125.33,27.4,9.99,0.07,21.4,20.32,20.07,20.54,75.05,85.4,82.96,76.59,108.33,61.5,39.92,0.06,20.64,20.44,20.71,20.89,79.13,81.29,78.11,75.65,144.23,116.54,84.87,2.69,20.67,20.71,20.06,20.17,77.51,78.4,82.33,76.95
419,658,125.33,27.58,9.99,0.07,21.37,20.33,20.05,20.53,75.07,85.48,82.95,76.61,108.41,61.54,39.92,0.06,20.63,20.43,20.7,20.86,79.21,81.28,78.07,75.61,144.3,116.54,84.87,2.73,20.67,20.71,20.06,20.21,77.28,78.41,82.32,77.01
420,659,125.33,27.29,9.99,0.07,21.37,20.35,20.03,20.57,75.08,85.55,82.93,76.68,108.37,61.46,39.92,0.06,20.64,20.45,20.7,20.87,79.24,81.32,78.03,75.62,144.27,116.5,84.87,2.73,20.67,20.69,20.05,20.2,77.07,78.46,82.32,76.99
421,700,125.36,27.29,10.03,0.07,21.38,20.34,20.06,20.58,75.18,85.51,82.96,76.7,108.45,61.64,39.92,0.06,20.64,20.45,20.68,20.85,79.24,81.32,77.91,75.59,144.38,116.54,84.87,2.69,20.65,20.7,20.08,20.21,76.96,78.46,82.35,76.99
422,701,125.4,27.36,10.03,0.07,21.37,20.32,20.03,20.58,75.22,85.51,82.96,76.77,108.45,61.57,39.96,0.06,20.61,20.44,20.69,20.86,79.18,81.25,77.86,75.56,144.53,116.58,84.91,2.69,20.66,20.72,20.05,20.2,76.87,78.48,82.33,76.98
423,702,125.29,27.4,10.03,0.07,21.37,20.32,20.02,20.57,75.27,85.58,82.99,76.78,108.33,61.5,39.92,0.06,20.62,20.43,20.67,20.88,79.13,81.24,77.82,75.59,144.42,116.5,84.84,2.69,20.63,20.72,20.06,20.21,76.73,78.46,82.3,77.01
424,703,125.29,27.4,10.03,0.07,21.38,20.3,20.03,20.58,75.31,85.57,82.99,76.82,108.37,61.54,39.92,0.06,20.69,20.41,20.72,20.87,79.06,81.22,77.78,75.55,144.42,116.5,84.84,2.69,20.63,20.72,20.05,20.22,76.58,78.43,82.3,77.01
425,704,125.33,27.36,10.03,0.07,21.41,20.3,20.05,20.57,75.42,85.57,83.01,76.86,108.37,61.5,39.92,0.06,20.67,20.44,20.72,20.88,78.96,81.22,77.72,75.52,144.42,116.54,84.87,2.69,20.64,20.69,20.07,20.22,76.43,78.39,82.3,77.02
426,705,125.43,27.43,10.07,0.07,21.4,20.29,20.07,20.54,75.48,85.56,82.96,76.92,108.45,61.68,39.96,0.06,20.63,20.42,20.71,20.85,78.82,81.16,77.64,75.49,144.53,116.62,84.95,2.69,20.64,20.71,20.08,20.22,76.26,78.4,82.3,77.01
427,706,125.43,27.43,10.07,0.07,21.4,20.32,20.06,20.55,75.56,85.55,82.96,76.98,108.48,61.61,39.96,0.06,20.65,20.42,20.68,20.89,78.83,81.13,77.59,75.52,144.53,116.62,84.95,2.73,20.65,20.68,20.08,20.2,76.09,78.32,82.29,76.99
428,707,125.4,27.4,10.18,0.07,21.39,20.32,20.05,20.53,75.6,85.54,82.92,77.06,108.45,61.54,39.92,0.06,20.68,20.43,20.72,20.86,78.68,81.09,77.55,75.42,144.49,116.58,84.91,2.73,20.66,20.69,20.06,20.23,75.95,78.27,82.27,77.07
429,708,125.36,27.4,10.03,0.07,21.36,20.31,20.03,20.58,75.58,85.52,82.89,77.12,108.41,61.54,39.92,0.06,20.63,20.42,20.7,20.86,78.62,81.03,77.46,75.39,144.42,116.54,84.87,2.69,20.64,20.68,20.08,20.19,75.85,78.21,82.29,77.05
430,709,125.36,27.43,10.03,0.07,21.39,20.27,20.07,20.59,75.63,85.48,82.89,77.18,108.41,61.54,39.92,0.06,20.64,20.44,20.69,20.86,78.54,81.05,77.42,75.33,144.45,116.58,84.87,2.69,20.62,20.71,20.05,20.2,75.81,78.21,82.27,77.1
431,710,125.43,27.4,10.03,0.07,21.37,20.31,20.03,20.59,75.58,85.48,82.79,77.24,108.45,61.68,39.96,0.06,20.64,20.45,20.69,20.85,78.45,81.02,77.41,75.25,144.56,116.62,84.91,2.73,20.63,20.71,20.04,20.2,75.8,78.19,82.26,77.09
432,711,125.29,27.36,10.03,0.07,21.37,20.28,20.04,20.55,75.55,85.46,82.8,77.21,108.33,61.54,39.92,0.06,20.63,20.44,20.7,20.86,78.35,81.05,77.37,75.28,144.38,116.46,84.8,2.69,20.62,20.7,20.04,20.21,75.74,78.19,82.3,77.11
433,712,125.36,27.36,10.03,0.07,21.38,20.29,20.04,20.58,75.56,85.39,82.74,77.27,108.41,61.54,39.92,0.06,20.62,20.41,20.71,20.85,78.26,81.03,77.38,75.25,144.49,116.58,84.87,2.69,20.62,20.69,20.07,20.23,75.73,78.16,82.32,77.17
434,713,125.51,27.43,10.03,0.07,21.4,20.3,20.06,20.55,75.57,85.39,82.77,77.3,108.52,61.61,39.99,0.06,20.67,20.44,20.71,20.85,78.23,81.06,77.33,75.27,144.6,116.65,84.95,2.73,20.63,20.73,20.08,20.24,75.72,78.19,82.35,77.11
435,714,125.51,27.4,10.03,0.07,21.42,20.32,20.06,20.55,75.59,85.36,82.7,77.31,108.52,61.57,39.99,0.06,20.65,20.43,20.7,20.82,78.14,80.97,77.3,75.24,144.6,116.65,84.95,2.73,20.65,20.7,20.07,20.24,75.69,78.19,82.39,77.07
436,715,125.43,27.4,10.03,0.07,21.4,20.34,20.06,20.54,75.58,85.36,82.7,77.33,108.45,61.54,39.96,0.06,20.64,20.42,20.68,20.86,78.15,80.96,77.27,75.34,144.53,116.58,84.91,2.73,20.65,20.71,20.05,20.21,75.65,78.25,82.4,77.04
437,716,125.51,27.43,10.1,0.07,21.39,20.32,20.05,20.55,75.57,85.31,82.68,77.36,108.52,61.57,39.96,0.06,20.61,20.42,20.7,20.84,78.13,80.97,77.25,75.4,144.6,116.65,84.95,2.73,20.65,20.71,20.07,20.25,75.56,78.25,82.46,77.07
438,717,125.51,27.43,10.21,0.07,21.36,20.32,20.05,20.58,75.55,85.19,82.69,77.37,108.52,61.61,39.96,0.06,20.67,20.41,20.68,20.83,78.15,81.01,77.14,75.47,144.68,116.69,84.98,2.69,20.65,20.72,20.05,20.22,75.52,78.26,82.43,77.09
439,718,125.33,27.36,10.07,0.07,21.4,20.31,20.05,20.58,75.61,85.16,82.68,77.34,108.41,61.61,39.92,0.06,20.61,20.45,20.69,20.83,77.98,81.12,77.09,75.52,144.42,116.54,84.87,2.69,20.64,20.72,20.04,20.23,75.51,78.26,82.43,77.2
